Metric,Subject,Occasion,ReferenceSubject,ReferenceOccasion,PathIndex,PathLength,NormalizedPathPosition,ReferenceOriginalFrameIndex,ReferenceValidFrameIndex,ReferenceNormalizedFramePosition,ReferenceValue,TargetOriginalFrameIndex,TargetValidFrameIndex,TargetNormalizedFramePosition,TargetValue,LocalAbsoluteCost,Comparison_DTWnorm
SFR,E01,Z2,M2025,REF,47,69,0.691176470588,42,42,0.700000000000,6.234493865598,39,39,0.684210526316,5.683966049007,0.550527816592,2.780371099667
SFR,E01,Z2,M2025,REF,48,69,0.705882352941,43,43,0.716666666667,2.662732453651,40,40,0.701754385965,4.142844441562,1.480111987910,2.780371099667
SFR,E01,Z2,M2025,REF,49,69,0.720588235294,43,43,0.716666666667,2.662732453651,41,41,0.719298245614,2.446239959166,0.216492494485,2.780371099667
SFR,E01,Z2,M2025,REF,50,69,0.735294117647,44,44,0.733333333333,2.153140903040,42,42,0.736842105263,2.916657886264,0.763516983225,2.780371099667
SFR,E01,Z2,M2025,REF,51,69,0.750000000000,45,45,0.750000000000,21.855221001230,43,43,0.754385964912,5.431921013995,16.423299987235,2.780371099667
SFR,E01,Z2,M2025,REF,52,69,0.764705882353,46,46,0.766666666667,8.123955099490,44,44,0.771929824561,4.497909825588,3.626045273903,2.780371099667
SFR,E01,Z2,M2025,REF,53,69,0.779411764706,47,47,0.783333333333,7.290868842436,45,45,0.789473684211,6.798854880381,0.492013962055,2.780371099667
SFR,E01,Z2,M2025,REF,54,69,0.794117647059,48,48,0.800000000000,10.975009981498,46,46,0.807017543860,11.307115288949,0.332105307451,2.780371099667
SFR,E01,Z2,M2025,REF,55,69,0.808823529412,48,48,0.800000000000,10.975009981498,47,47,0.824561403509,12.386148375243,1.411138393745,2.780371099667
SFR,E01,Z2,M2025,REF,56,69,0.823529411765,49,49,0.816666666667,18.729863180352,48,48,0.842105263158,17.486334203459,1.243528976893,2.780371099667
SFR,E01,Z2,M2025,REF,57,69,0.838235294118,50,50,0.833333333333,19.751115600517,49,49,0.859649122807,26.107068165097,6.355952564580,2.780371099667
SFR,E01,Z2,M2025,REF,58,69,0.852941176471,50,50,0.833333333333,19.751115600517,50,50,0.877192982456,22.257870900106,2.506755299589,2.780371099667
